Id,DateAndTime,documentType,PartName,RevisionNo,SerialNo,StatsCount,ReportNo,OperationNo,ResRevNo,Cmm,Instructions,BenchName,Confirmation,ConfirmingUserId,Operator,Measurer,Shift,StandNo,MaterialCode,MeasurementPlan,Order,DrawingNo,CreatedDate,UpdatedDate
12c0d667-d7a0-4102-92e3-74334188a88d,2022-01-17 22:38:39+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T22-4-4-16,412 3520 165,07:18.1,07:18.1
dc3e3ca4-78fe-4107-85d5-4a395ce647dc,2021-12-01 17:44:34+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-1-19,911 9060 175,07:20.1,07:20.1
151d3654-0105-4dda-9903-4cf0c1d28663,2021-12-01 17:58:19+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,1,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-2-19,911 9060 175,07:22.1,07:22.1
0901361c-dbc2-49d9-9185-7c1b8734cf57,2021-12-01 18:13:03+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-3-19,911 9060 175,07:24.2,07:24.2
6231d47e-3793-4d26-9c81-dabfd7c44f6c,2021-12-01 18:26:30+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-4-19,911 9060 175,07:26.2,07:26.2
44bade80-20f3-47b3-8c42-aad8fc7fffc7,2021-12-02 13:15:43+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-49-2-123,911 9060 175,07:28.2,07:28.2
c460f43e-b99e-436c-bb5f-8b8398653cd4,2021-12-02 13:39:27+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-49-1-123,911 9060 175,07:30.3,07:30.3
220837c5-00b2-4b21-8e16-3a74bb6590a8,2021-12-02 14:07:28+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-49-4-123,911 9060 175,07:32.3,07:32.3
a8045a46-c1d0-4589-862e-a9f4ffa05c6e,2021-12-02 14:24:28+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-49-3-123,911 9060 175,07:34.3,07:34.3
2aedb170-2822-470c-bfcc-353bd6867a61,2021-12-02 14:43:28+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 207 A PALETI T21-49-3-121,911 9060 175,07:36.3,07:36.3
5f71b055-bcaf-4a42-a857-438405e35a57,2021-12-02 14:58:07+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 207 B PALETI T21-49-2-121,911 9060 175,07:38.4,07:38.4
464afabd-2c1b-4c8c-bef6-ae1cbae8e06e,2021-12-03 11:31:43+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 207 A PALETI ARA OLCM T21-49-4-146,911 9060 175,07:40.4,07:40.4
207189f7-3a5e-4724-9c27-52869566f484,2021-12-02 18:00:04+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-1-42,911 9060 175,07:42.4,07:42.4
2446cc82-829d-4dbb-9216-140798db7678,2021-12-02 18:24:24+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-2-42,911 9060 175,07:44.5,07:44.5
ecf46d9c-e25d-4c2f-b827-9975c45e65cf,2021-12-02 18:42:36+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-3-42,911 9060 175,07:46.5,07:46.5
cea663cb-94ed-4562-8417-4e51071972b3,2021-12-02 19:01:00+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-4-42,911 9060 175,07:48.5,07:48.5
c313f9b2-0429-4c09-bd80-fbd8001ffd74,2021-12-03 15:26:52+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 207 T21-49-3-128 ,911 9060 175,07:50.6,07:50.6
3c464611-1a4e-4321-850c-34c9d1e13b08,2021-12-03 15:45:52+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 207 T21-49-4-129 ,911 9060 175,07:52.6,07:52.6
de96fe89-eca7-42ff-8df6-a019b2ea4099,2021-12-03 17:36:57+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-49-1-142,911 9060 175,07:54.6,07:54.6
57233a01-44b7-4acb-bc28-069752a183d3,2021-12-03 18:03:22+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-1-47,911 9060 175,07:56.6,07:56.6
7877e734-8851-4d3f-bb33-7d57857b8a78,2021-12-03 18:37:14+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,1,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-2-47,911 9060 175,07:58.7,07:58.7
b9516546-313d-4280-a3c4-a19d2988b9e2,2021-12-03 18:52:23+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-3-47,911 9060 175,08:00.7,08:00.7
76898a75-b67d-494d-b1bf-cdf1e2b792a7,2021-12-03 19:12:46+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-4-47,911 9060 175,08:02.7,08:02.7
6331eca8-f0d7-4f1f-9f7a-f925c2fcfeeb,2021-12-03 20:45:06+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-4-135,911 9060 175,08:04.8,08:04.8
90b01019-784e-4c9b-808c-9619cc318368,2021-12-04 02:28:02+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 207 T21-49-3-161,911 9060 175,08:06.8,08:06.8
32e17464-3899-441f-aa40-464e1e873bb4,2021-12-04 02:41:14+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 207 T21-49-3-159,911 9060 175,08:08.8,08:08.8
e6358382-e7af-4076-93c8-cc38ad058c65,2021-12-04 05:26:17+03,xls,A 4002,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-1-57,911 9060 175,08:10.9,08:10.9
3df6676e-ce8d-42fb-a440-4c7e954feb6a,2021-12-04 05:39:20+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-1-57 T,911 9060 175,08:12.9,08:12.9
3d7dbfa9-ff40-4d05-9d72-f7efa89762e1,2021-12-04 05:52:11+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,1,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-1-57 TT,911 9060 175,08:15.0,08:15.0
cf28e56d-37ea-45ad-8253-21a2c199e7f1,2021-12-04 06:13:47+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-1-57 TT,911 9060 175,08:17.0,08:17.0
bf60eed1-7a37-436a-820e-09c030e2b426,2021-12-04 07:10:57+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-49-1-160,911 9060 175,08:19.0,08:19.0
7b834853-3c73-49bc-a9f8-b66dead4555a,2021-12-04 07:29:00+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-49-4-160,911 9060 175,08:21.1,08:21.1
fed283e9-60a3-4988-beed-63cf9d3e762c,2021-12-03 13:29:01+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,1,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-49-1-10 ,412 3520 165,08:23.1,08:23.1
55c3b93a-3ce8-4e66-bbd3-8a151629b97d,2021-12-03 13:51:45+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-49-3-10 ,412 3520 165,08:25.1,08:25.1
5e008fc0-ad86-4a31-aaba-f947c6a6f2de,2021-12-03 14:06:37+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-49-4-10 ,412 3520 165,08:27.2,08:27.2
22519c2e-0729-4a69-89ef-483de22d0ce6,2021-12-03 14:20:35+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-49-2-10 ,412 3520 165,08:29.2,08:29.2
19d7ca5e-af39-4de9-9a16-bc7a5ee2bdaa,2021-12-04 11:03:32+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-49-3-180,911 9060 175,08:31.2,08:31.2
d51d9954-2c68-4f54-adc4-fce2c8875bc3,2021-12-04 11:27:15+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-49-2-180,911 9060 175,08:33.3,08:33.3
9fd650ae-a0b5-4931-8fa0-dd27373f5bd5,2021-12-04 17:47:20+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-49-1-187,911 9060 175,08:35.3,08:35.3
9f05f9b1-b14b-4481-b369-4bc41ce547c3,2021-12-04 18:03:59+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-49-2-187,911 9060 175,08:37.4,08:37.4
871fb147-b09b-4b83-90bc-cbb49d47e4df,2021-12-04 18:23:39+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,1,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-49-3-187,911 9060 175,08:39.4,08:39.4
4b039a33-4078-4b21-bde3-f39578d6216e,2021-12-04 18:37:04+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 207 A T21-49-2-70,911 9060 175,08:41.4,08:41.4
2446737b-3edd-43c0-9bfc-923c5a8a1729,2021-12-04 18:47:53+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 207 B T21-49-1-70,911 9060 175,08:43.4,08:43.4
3e78c762-0e51-4909-8baa-f74e90a29f70,2021-12-05 03:47:40+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-49-1-198,911 9060 175,08:45.5,08:45.5
179a99ef-526d-4825-bb9a-a51ee4550e2c,2021-12-05 05:05:26+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-49-4-198,911 9060 175,08:47.5,08:47.5
6cee080a-952d-4e4a-b596-b8e992c0007f,2021-12-05 05:25:56+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-4-79,911 9060 175,08:49.6,08:49.6
4be99202-7bf7-4303-9ff8-7015026cb489,2021-12-05 05:41:10+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,1,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-49-1-79,911 9060 175,08:51.6,08:51.6
1421069a-3ac3-4ea2-85b3-c0145c8816bc,2021-12-04 09:33:50+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-49-1-24,412 3520 165,08:53.6,08:53.6
bb2baa56-0c24-4670-849c-1abdd4d8c06a,2021-12-04 09:49:35+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-49-4-24,412 3520 165,08:55.7,08:55.7
a7e64659-11e4-4947-8489-03240e185bf2,2021-12-04 10:10:55+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,1,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-49-2-24,412 3520 165,08:57.7,08:57.7
d0c4421e-82df-406f-9d0c-8bd650947f50,2021-12-04 10:33:42+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-49-3-24,412 3520 165,08:59.7,08:59.7
fdf7f49c-499d-44dc-b8f9-33b2d6ce121f,2021-12-04 19:17:02+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-49-1-35,412 3520 165,09:01.8,09:01.8
3321b11b-11f3-4cc4-9f2f-b57ad5db185a,2021-12-04 19:51:24+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-49-2-35,412 3520 165,09:03.8,09:03.8
279ff0a9-e3e9-4df5-9feb-171f813c7957,2021-12-04 20:17:00+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-49-3-35,412 3520 165,09:05.8,09:05.8
b3ce93b8-7da6-4a1b-b35f-8683f20d2f64,2021-12-04 20:39:04+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-49-4-35,412 3520 165,18.01.2022 10:09,18.01.2022 10:09
575b169d-93e2-4c0b-878d-64ad2c979b4b,2021-12-05 03:05:43+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-49-1-44,412 3520 165,09:09.9,09:09.9
7fd2cb06-3408-453d-bbe8-ca6e8de90232,2021-12-05 03:19:50+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-49-4-44,412 3520 165,09:11.9,09:11.9
cac8eaf9-93d7-49b8-948b-b46ca7184bd5,2021-12-06 10:32:14+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 A T21-49-2-69,911 9060 175,09:13.9,09:13.9
00aafbfb-eea8-4bb4-8069-26c6b0bf0893,2021-12-06 10:42:17+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 B T21-49-4-187,911 9060 175,09:16.0,09:16.0
a94bfbcc-129b-4636-b790-4db65e7c99dd,2021-12-06 14:14:43+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-49-1-214,911 9060 175,09:18.0,09:18.0
bcb0bb53-cb71-4264-8af3-de07a589671c,2021-12-06 14:28:36+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-49-2-214,911 9060 175,09:20.0,09:20.0
c3c77b37-6b91-4b6d-b9eb-4e4373177956,2021-12-06 17:45:01+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-50-1-10,911 9060 175,09:22.1,09:22.1
04a3b3ee-1b6a-4250-a0f3-62599dbf3a95,2021-12-06 17:58:20+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-50-2-10,911 9060 175,09:24.1,09:24.1
ba2337d7-041f-46fa-8f8d-feb943848e52,2021-12-06 18:25:53+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-50-3-10,911 9060 175,18.01.2022 10:09,18.01.2022 10:09
c6409d74-2c8c-442c-a976-7bd96817a7d7,2021-12-06 18:57:56+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-50-4-10,911 9060 175,09:28.2,09:28.2
635e9ba1-7d52-44a4-8c0a-42787449f804,2021-12-06 20:06:25+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-50-1-15,911 9060 175,09:30.2,09:30.2
9e0fffba-4e85-41a3-81ee-dd6d0c726f58,2021-12-06 20:45:32+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-50-2-15,911 9060 175,09:32.2,09:32.2
719a7d09-cf05-4fbf-943c-e7eae8d2b89c,2021-12-06 20:59:06+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-50-3-15,911 9060 175,09:34.3,09:34.3
0ed50636-97c2-47ce-bb16-bda4509e1d3b,2021-12-06 21:35:18+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-50-4-15,911 9060 175,09:36.3,09:36.3
2f84a3a0-4a9c-4f3d-870c-9eec32ec9087,2021-12-07 01:02:19+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-3-19,412 3520 165,09:38.4,09:38.4
9bcb5641-b7b8-4651-9578-6b48858d6b11,2021-12-07 01:29:43+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-4-19,412 3520 165,09:40.4,09:40.4
3e67e935-497d-45c9-af4d-bbee3c46b8a4,2021-12-07 01:54:34+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-1-19,412 3520 165,09:42.4,09:42.4
184cf66d-2354-4e45-bec6-8d851a06096e,2021-12-07 01:41:35+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-2-19,412 3520 165,09:44.5,09:44.5
07ee89aa-bd34-4f83-801b-d18fbc9d19b7,2021-12-07 05:22:27+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-2-24,412 3520 165,09:46.5,09:46.5
113830f8-1424-44aa-9051-df5c04d9a070,2021-12-06 11:15:18+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-1-1,412 3520 165,09:48.5,09:48.5
45eb7516-3c7f-47c3-b5b4-e07708602b3b,2021-12-06 12:24:48+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-2-1,412 3520 165,09:50.6,09:50.6
2e8e551d-4326-46bb-81ab-3306ac573e86,2021-12-06 13:06:01+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-3-1,412 3520 165,09:52.6,09:52.6
b85dca55-e431-4875-b2f4-f2e2f9da5d7c,2021-12-06 13:19:07+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-4-1,412 3520 165,09:54.6,09:54.6
72dfd3d0-8e5e-4ac1-8309-afe454f3df7c,2021-12-07 09:22:30+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 A T21-50-1-15,911 9060 175,09:56.7,09:56.7
e485c051-c04b-479a-829c-faabea258a94,2021-12-07 10:09:19+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-50-1-1,911 9060 175,09:58.7,09:58.7
0f4185bc-b144-45f0-8f82-ce2b2806de34,2021-12-07 10:37:21+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-50-2-1,911 9060 175,10:00.7,10:00.7
ef1542f8-682b-472f-b66c-ef63ed0739e7,2021-12-07 11:12:10+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-50-3-1,911 9060 175,10:02.8,10:02.8
69a11549-1056-4dc6-8a33-7a759c35c8b0,2021-12-07 11:34:01+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 76 T21-50-4-1,911 9060 175,10:04.8,10:04.8
413b1948-9155-44f5-aa65-588c84600361,2021-12-07 12:19:58+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-1-29,412 3520 165,10:06.8,10:06.8
7fd03fab-0f3a-4567-a451-ffca08037557,2021-12-07 13:00:13+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-2-29,412 3520 165,10:08.9,10:08.9
b4f0606f-ad77-4ca3-876c-fc7b0998d641,2021-12-07 13:20:23+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-3-29,412 3520 165,10:10.9,10:10.9
b01b7686-241b-43ce-abec-be13514c8b12,2021-12-07 13:41:15+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-4-29,412 3520 165,10:12.9,10:12.9
e2ac83ea-4611-40ae-8c92-29e25758bdc7,2021-12-08 20:35:54+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-50-4-500,911 9060 175,10:15.0,10:15.0
55e52b32-1d37-48a0-9d78-26f852e87c0a,2021-12-08 21:07:43+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-50-1-506,911 9060 175,10:17.0,10:17.0
6db6326a-a866-4f57-bd96-bb37899ad47d,2021-12-08 21:23:45+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,1,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-50-2-506,911 9060 175,10:19.0,10:19.0
60d7ea13-1665-4ec5-af5b-d555fabd9975,2021-12-08 21:38:05+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,911 906 017 5 TP CAP59 --X ---,C 133 T21-50-3-506,911 9060 175,10:21.1,10:21.1
467739f3-21cd-4362-a143-78bbfa65cfd0,2021-12-08 10:26:43+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,1,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-1-54,412 3520 165,10:23.1,10:23.1
f6392854-8b58-4e1b-8ab0-515c25efebd6,2021-12-08 10:43:22+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-2-54,412 3520 165,10:25.1,10:25.1
5e52720f-1f7b-4c72-8c92-c622ecc938d4,2021-12-08 10:59:41+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-3-54,412 3520 165,10:27.2,10:27.2
7f89a611-82d1-470b-bb87-b0eb2c416187,2021-12-08 11:11:10+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-4-54,412 3520 165,10:29.2,10:29.2
f8bf7235-c2f1-4c03-81c2-f565dd00658a,2021-12-08 14:58:13+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,2,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-2-55,412 3520 165,10:31.2,10:31.2
80ecefce-38bb-4089-8909-0d3b9e0f1b39,2021-12-08 17:32:26+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-40-3-44,412 3520 165,10:33.3,10:33.3
ac7d8cfa-96a2-4f62-b8f8-ce87db5bf322,2021-12-09 01:26:03+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-2-63,412 3520 165,10:35.3,10:35.3
c796eb23-1e46-44fd-b1bf-a3256677510d,2021-12-09 01:38:36+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,4,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-4-63,412 3520 165,10:37.3,10:37.3
1506081b-d8a8-43ba-8261-871686a5a465,2021-12-09 02:00:46+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,1,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-3-63,412 3520 165,10:39.4,10:39.4
d4e672be-1a70-4e65-ad01-0ab518a72b90,2021-12-09 02:16:38+03,xls,A 4003,,,,,{},{},,Calypso Measuring Result,T-1,1,,Master,,,,,UZUN KISITLANMIS 4123520165---2,C 57 T21-50-1-63,412 3520 165,10:41.4,10:41.4
